trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
916,False,"{'a': 0.5, 'e': 0.11918155641578154}",20,9,17.101325095139828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.11892176018475682}",20,10,-0.4579680151589076,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.11866281249851669}",20,6,11.788089865539403,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.11840470966573166}",20,12,13.62456917676767,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.11814744801512286}",20,12,15.976759495896996,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.11789102389533161}",20,14,12.87047788072085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.11763543367478978}",20,4,10.042304053083251,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
923,False,"{'a': 0.5, 'e': 0.11738067374159113}",20,9,17.954159984208882,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.5, 'e': 0.11712674050336387}",20,14,-0.3512376866041076,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.11687363038714389}",20,16,6.786902080147705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.11662133983924913}",25,12,23.56001248424766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.11636986532515484}",25,9,31.318572089800675,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.11611920332936979}",20,14,14.97064984656905,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.11586935035531334}",35,18,28.668762018231252,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.11562030292519365}",25,11,14.817219219610234,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.5, 'e': 0.11537205757988647}",25,8,20.359881003409505,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
932,False,"{'a': 0.5, 'e': 0.1151246108788152}",25,11,-19.168755596565173,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
933,False,"{'a': 0.5, 'e': 0.11487795939983159}",30,20,-0.3048499025834577,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.11463209973909733}",20,15,9.75119495233108,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.11438702851096685}",20,8,18.25011702312269,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.11414274234787054}",25,12,10.674618232103501,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.11389923790019921}",30,18,22.687303749170244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.11365651183618913}",20,16,9.751566382222993,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 0.11341456084180822}",25,0,-0.38320488511802164,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
940,False,"{'a': 0.5, 'e': 0.11317338162064282}",25,11,9.223861448603959,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.1129329708937854}",25,16,4.751145069695829,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
942,False,"{'a': 0.5, 'e': 0.11269332539972322}",20,8,20.72864745696344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.1124544418942276}",30,0,23.81850001927298,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
944,False,"{'a': 0.5, 'e': 0.11221631715024417}",20,11,-8.556939525446317,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.11197894795778393}",30,19,19.465437070292886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.11174233112381496}",20,6,-43.03246601306235,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
947,False,"{'a': 0.5, 'e': 0.11150646347215516}",30,16,-2.68348916211813,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.11127134184336555}",20,9,-19.537314000691566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
949,False,"{'a': 0.5, 'e': 0.11103696309464457}",20,0,20.77660110828143,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
950,False,"{'a': 0.5, 'e': 0.11080332409972299}",25,16,17.743970460048107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.11057042174875968}",20,14,10.84879751035115,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.5, 'e': 0.11033825294823811}",35,18,-29.45210420588635,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
953,False,"{'a': 0.5, 'e': 0.11010681462086369}",25,5,29.818552532794065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.10987610370546172}",25,14,-31.67613713274192,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
955,False,"{'a': 0.5, 'e': 0.10964611715687618}",25,15,10.012089318832148,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.1094168519458693}",25,13,-29.682903612010424,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
957,False,"{'a': 0.5, 'e': 0.10918830505902173}",20,6,1.0112506038311833,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.10896047349863364}",20,13,13.850915138612539,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.10873335428262625}",25,12,12.307019118368475,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.10850694444444443}",20,8,24.750816367711373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.10828124103295972}",25,2,-6.935612161646446,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
962,False,"{'a': 0.5, 'e': 0.10805624111237416}",20,7,-16.84312506422715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
963,False,"{'a': 0.5, 'e': 0.10783194176212489}",20,4,16.19649941731092,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.10760834007678931}",25,8,31.89962895852711,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.10738543316599103}",30,22,14.081892006777307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 0.10716321815430645}",25,13,23.532947709881917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.10694169218117204}",20,6,28.110304495112594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.5, 'e': 0.1067208524007923}",20,9,19.009250068670543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.5, 'e': 0.10650069598204823}",20,14,10.876119053437183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.10628122010840683}",30,16,16.826232554486733,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.10606242197783082}",30,19,-22.202552130231375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
972,False,"{'a': 0.5, 'e': 0.10584429880268928}",20,10,18.540117474578047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.10562684780966887}",20,11,-3.880449814532109,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.10541006623968562}",30,21,19.0451662398493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.10519395134779748}",30,19,12.412894975724644,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.10497850040311744}",20,14,13.761015690135611,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.1047637106887271}",30,17,24.5781371886374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.10454957950159124}",30,16,23.506084372941928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 0.1043361041524726}",30,18,20.243595921734588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
